id,sehir,yas,tarih,korumaemri,neden1,neden2,katil1,katil2,oldurmeyolu1,oldurmeyolu2,oldurmeyolu3,katildurumu,yil
2336,,, 29/10/2018 ,   Yok ,Kiskanclik,,Kocasi,,Atesli Silah,,,,2018
2337,,, 29/10/2018 ,   Yok,Erkegin istedigi bir seyin gerceklesmemesi sebebiyle,,Eski Kocasi,,Kesici Alet,,,,2018
2338,,, 29/11/2018 ,   Yok ,Tartisma,,Kocasi,,Kesici Alet,,,,2018
2339,,, 29/12/2018 ,   Yok ,Kiskanclik,,Ailesi,,Atesli Silah,,,,2018
2340,,, 29/12/2018 ,   Yok ,Reddedilme,,Eski Kocasi,,Atesli Silah,,,,2018
2341,,, 30/01/2018 ,   Yok ,Para,,Akrabasi,,Darp,,,,2018
2342,,, 30/01/2018 ,   Var ,Tartisma,,Eski Kocasi,,Kesici Alet,,,,2018
2343,,, 30/04/2018 ,   Yok ,Kizini Korurken,,Eski Damadi,,Kesici Alet,,,,2018
2344,,, 30/05/2018 ,   Yok ,Nefret,,Tespit Edilemeyen,,Kesici Alet,,,,2018
2345,,, 30/05/2018 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Kesici Alet,,,,2018
2346,,, 30/08/2018 ,   Yok ,Tartisma,,Oglu,,Atesli Silah,,,,2018
2347,,, 30/09/2018 ,   Yok ,Reddedilme,,Tanidigi Birisi,,Yakilma,,,,2018
2348,,, 30/09/2018 ,   Yok ,Kiskanclik,,Kocasi,,Atesli Silah,,,,2018
2349,,, 30/09/2018 ,   Yok ,Namus,,Abisi,,Atesli Silah,,,,2018
2350,,, 30/10/2018 ,   Yok ,Ayrilik,,Eski Sevgilisi,,Kesici Alet,,,,2018
2351,,, 31/01/2018 ,   Yok ,Tartisma,,Kocasi,,Atesli Silah,,, Intihar ,2018
2352,,, 31/01/2018 ,   Tespit Edilemeyen,Para,,Tespit Edilemeyen,,Kesici Alet,,,,2018
2353,,, 31/01/2018 ,   Yok ,Tartisma,,Kocasi,,Atesli Silah,,, Intihar ,2018
2354,,, 31/05/2018 ,   Yok ,Kiskanclik,,Arkadasi,,Kesici Alet,,,,2018
2355,,, 31/10/2018 ,   Yok ,Tespit Edilemeyen,,Eski Sevgilisi,,Kesici Alet,,,,2018
2356,,, 31/10/2018 ,   Yok ,Tartisma,,Sevgilisi,,Kesici Alet,,,,2018
2357, Adana , Resit ,01/01/2019,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Bogulma,,, Tespit Edilemeyen,2019
2358, Adana ,,03/09/2019,   Tespit Edilemeyen ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,, Tespit Edilemeyen,2019
2359, Adana , Resit ,01/12/2019,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,, Tespit Edilemeyen,2019
2360, Adana , Resit , 01/01/2019 ,   Yok ,Bosanma Talebi,,Kocasi,,Atesli Silah,,, Tutuklu ,2019
2361, Adana ,, 01/02/2019 ,   Yok ,Ayrilik Talebi,,Eski Sevgilisi,,Atesli Silah,,, Intihar ,2019
2362, Afyonkarahisar , Resit , 01/07/2019 ,   Yok ,Husumet,,Tanidigi Birisi,,Atesli Silah,,, Tutuklu ,2019
2363, Afyonkarahisar , Resit , 01/07/2019 ,   Yok ,Kiskanclik,,Sevgilisi,,Kesici Alet,,, Tutuklu ,2019
2364, Manisa , Resit , 01/08/2019 ,   Yok ,Tartisma,,Kocasi,,Atesli Silah,,, Tutuklu ,2019
2365, Ankara , Resit , 01/12/2019 ,   Yok ,Kiskanclik,,Kocasi,,Atesli Silah,,, Tutuklu ,2019
2366, Ankara ,Resit, 01/12/2019 ,,Erkegin istedigi bir seyin gerceklesmemesi sebebiyle,,Eski Kocasi,,Kesici Alet,,,,2019
2367, Ankara , Resit , 02/01/2019 ,   Yok ,Tartisma,,Tanidigi Birisi,,Darp,,, Sorusturma Suruyor ,2019
2368, Ankara , Resit , 02/01/2019 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Yuksekten Dusme,,, Sorusturma Suruyor ,2019
2369, Ankara ,, 02/02/2019 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Atesli Silah,,, Tespit Edilemeyen,2019
2370, Ankara , Resit , 02/05/2019 ,   Yok ,Kendi Hayatina Karar Vermek istedigi Icin,,Kocasi,,Atesli Silah,,, Tutuklu ,2019
2371, Ankara ,, 02/05/2019 ,   Yok ,Tartisma,Husumet,Tanidigi Birisi,,Atesli Silah,,, Tutuklu ,2019
2372, Ankara ,, 02/06/2019 ,   Yok ,Tartisma,,Eski Kocasi,,Atesli Silah,Kesici Alet,, Intihar ,2019
2373, Ankara ,, 02/06/2019 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Bogulma,,, Tespit Edilemeyen,2019
2374, Antalya , Resit , 02/08/2019 ,   Yok ,Reddedilme,,Tanidigi Birisi,,Darp,Bogulma,, Tutuklu ,2019
2375, Antalya , Resit , 02/08/2019 ,   Yok ,Kiskanclik,,Sevgilisi,,Bogulma,,, Tutuklu ,2019
2376, Antalya , Resit , 02/09/2019 ,   Yok ,Gecimsizlik,,Kocasi,,Atesli Silah,,, Tutuklu ,2019
2377, Antalya , Resit , 02/10/2019 ,   Yok ,Tespit Edilemeyen,,Kayinbiraderi,,Kesici Alet,,, Araniyor ,2019
2378, Antalya ,, 02/10/2019 ,   Yok ,Kiz Isteme,,Tanidigi Birisi,,Atesli Silah,,, Kacak ,2019
2379, Antalya , Resit , 02/10/2019 ,   Yok ,Reddedilme,,Sevgilisi,,Atesli Silah,,, Tutuklu ,2019
2380, Antalya , Resit , 02/10/2019 ,   Yok ,Tespit Edilemeyen,,Eski Kocasi,,Tespit Edilemeyen,,, Tutuklu ,2019
2381, Antalya , Resit , 02/12/2019 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,, Tespit Edilemeyen,2019
2382, Antalya , Resit , 03/01/2019 ,   Yok ,Tespit Edilemeyen,,Tanidigi Birisi,,Bogulma,,, Tutuklu ,2019
2383, Antalya , Resit Degil , 03/02/2019 ,   Yok ,Para,,Babasi,,Zehir,,, Intihar ,2019
2384, Antalya ,, 03/02/2019 ,   Yok ,Tartisma,,Sevgilisi,,Darp,Itme,, Tutuklu ,2019
2385, Aydin ,, 03/05/2019 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Atesli Silah,,, Tespit Edilemeyen,2019
2386, Aydin ,, 03/06/2019 ,   Yok ,Kizini Korurken,,Damadi,,Atesli Silah,,, Kacak ,2019
2387, Aydin ,, 03/07/2019 ,   Yok ,Para,,Tanidigi Birisi,,Bogulma,Yakilma,, Tutuklu ,2019
2388, Aydin , Resit , 03/08/2019 ,   Yok ,Para,,Eski Kocasi,,Atesli Silah,,, Tutuklu ,2019
2389, Aydin ,, 03/08/2019 ,   Yok ,Tespit Edilemeyen,,Eski Sevgilisi,,Atesli Silah,,, Tutuklu ,2019
2390, Balikesir ,, 03/09/2019 ,   Yok ,Reddedilme,Tartisma,Sevgilisi,,Bogulma,,, Tutuklu ,2019
2391, Balikesir , Resit , 03/09/2019 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,, Sorusturma Suruyor ,2019
2392, Balikesir ,, 03/10/2019 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Atesli Silah,,, Tutuklu ,2019
2393, Balikesir ,, 03/11/2019 ,   Yok ,Barisma Talebi,,Kocasi,,Atesli Silah,,, Kacak ,2019
2394, Batman , Resit , 04/01/2019 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Atesli Silah,,, Tespit Edilemeyen,2019
2395, Bayburt , Resit , 04/02/2019 ,   Yok ,Tartisma,,Oglu,,Atesli Silah,,, Tutuklu ,2019
2396, Bayburt , Resit , 04/02/2019 ,   Yok ,Tespit Edilemeyen,,Tanimadigi Birisi,,Kesici Alet,,, Araniyor ,2019
2397, Bilecik ,, 04/02/2019 ,   Var,Ayrilik Talebi,,Tespit Edilemeyen,,Kesici Alet,,, Tutuklu ,2019
2398, Mugla ,, 04/03/2019 ,   Yok ,Kiskanclik,,Eski Kocasi,,Kesici Alet,,, Tutuklu ,2019
2399, Bolu ,, 04/04/2019 ,   Yok ,Tartisma,,Kocasi,,Kesici Alet,,, Tutuklu ,2019
2400, Bolu , Resit , 04/04/2019 ,   Yok ,Tartisma,,Sevgilisi,,Bogulma,Darp,, Tutuklu ,2019
2401, Burdur , Tespit Edilemeyen, 04/05/2019 ,   Yok,Tartisma,,Babasi,,Atesli Silah,,, Intihar ,2019
2402, Burdur ,, 04/06/2019 ,   Tespit Edilemeyen ,Bosanma,,Damadi,,Atesli Silah,,,,2019
2403, Bursa , Resit , 04/06/2019 ,   Yok ,Husumet,,Tanidigi Birisi,,Atesli Silah,,, Tutuklu ,2019
2404, Bursa , Resit , 04/09/2019 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Bogulma,,, Araniyor ,2019
2405, Bursa ,, 04/10/2019 ,   Var ,Kizini Korurken,,Damadi,,Kesici Alet,Atesli Silah,, Intihar ,2019
2406, Bursa ,, 04/11/2019 ,   Yok ,Kiskanclik,,Kocasi,,Kesici Alet,,, Intihar ,2019
2407, Bursa , Resit , 04/12/2019 ,   Yok ,Tartisma,,Sevgilisi,,Atesli Silah,,, Tutuklu ,2019
2408, Bursa , Resit , 05/01/2019 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,, Tespit Edilemeyen,2019
2409, Bursa , Resit , 05/01/2019 ,   Var,Tartisma,,Kocasi,,Kesici Alet,,, Tutuklu ,2019
2410, Bursa , Resit , 05/01/2019 ,   Yok ,Tartisma,,Kocasi,,Atesli Silah,,, Tutuklu ,2019
2411, Bursa , Resit , 05/01/2019 ,   Yok ,Tartisma,,Tanidigi Birisi,,Atesli Silah,,, Tutuklu ,2019
2412, Bursa , Resit , 05/01/2019 ,   Yok ,Husumet,,Tanidigi Birisi,,Atesli Silah,,, Tutuklu ,2019
2413, Corlu ,, 05/02/2019 ,   Yok ,Bosanma,,Eski Kocasi,,Atesli Silah,,,,2019
2414, Corum ,, 05/03/2019 ,Yok,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,, Tespit Edilemeyen,2019
2415, Corum , Resit , 05/03/2019 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Kesici Alet,,, Tespit Edilemeyen,2019
2416, Corum , Resit , 05/03/2019 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Kesici Alet,,, Tespit Edilemeyen,2019
2417, Denizli ,, 05/04/2019 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Kesici Alet,,, Tespit Edilemeyen,2019
2418, Denizli ,, 05/07/2019 ,   Yok ,Bosanma Talebi,,Kocasi,,Atesli Silah,,, Tutuklu ,2019
2419, Denizli  ,, 05/08/2019 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,, Tespit Edilemeyen,2019
2420, Denizli  ,, 05/08/2019 ,   Yok ,Tartisma,,Oglu,,Kesici Alet,,, Intihar ,2019
2421, Denizli  , Resit , 05/08/2019 ,   Yok ,Tespit Edilemeyen,,Sevgilisi,,Darp,,, Tutuklu ,2019
2422, Diyarbakır,, 05/09/2019 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Atesli Silah,,, Tutuklu ,2019
2423, Diyarbakir ,, 05/09/2019 ,   Yok ,Tartisma,,Eski Kocasi,,Atesli Silah,,, Araniyor ,2019
2424, Diyarbakir , Resit , 05/11/2019 ,   Yok ,Aldatilma Suphesi,,Kocasi,,Atesli Silah,,, Tutuklu ,2019
2425, Diyarbakir ,Resit, 05/11/2019 ,   Var ,Namus,,Ailesi,,Atesli Silah,,,,2019
2426, Diyarbakir , Resit Degil , 06/01/2019 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,,Sorusturma Suruyor,2019
2427, Diyarbakir , Resit , 06/02/2019 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Tespit Edilemeyen,,, Araniyor ,2019
2428, Diyarbakir ,, 06/02/2019 ,   Yok ,Tespit Edilemeyen,,Oglu,,Atesli Silah,,, Tutuklu ,2019
2429, Duzce ,, 06/03/2019 ,   Yok ,Para,,Oglu,,Atesli Silah,,, Araniyor ,2019
2430, Duzce , Resit , 06/03/2019 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,, Sorusturma Suruyor ,2019
2431, Edirne ,, 06/06/2019 ,   Yok ,Para,,Babasi,,Atesli Silah,,, Tutuklu ,2019
2432, Elazig , Resit , 06/07/2019 ,   Yok ,Tespit Edilemeyen,,Akrabasi,,Atesli Silah,,, Tutuklu ,2019
2433, Elazig ,23, 06/08/2019 ,   Yok ,Kiskanclik,,Kocasi,,Kesici Alet,,,,2019
2434, Elazig ,, 06/08/2019 ,   Yok ,Tartisma,,Damadi,,Atesli Silah,,, Tutuklu ,2019
2435, Erzincan , Resit Degil , 06/09/2019 ,   Yok ,Kaza,,Akrabasi,,Atesli Silah,,, Tutuklu ,2019
2436, Erzurum , Resit , 06/10/2019 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,, Sorusturma Suruyor ,2019
2437, Erzurum , Resit Degil , 06/10/2019 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeye,,, Tespit Edilemeyen,2019
2438, Eskisehir , Resit , 06/11/2019 ,   Yok ,Tespit Edilemeyen,,Oglu,,Kesici Alet,,, Tutuklu ,2019
2439, Eskisehir ,, 06/11/2019 ,   Yok ,Tecavuzu Direnme,,Tanimadigi Birisi,,Darp,Bogulma,, Tutuklu ,2019
2440,Mugla,, 07/01/2019 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Atesli Silah,,, Intihar ,2019
2441, Mugla , Resit , 07/01/2019 ,   Yok ,Tartisma,,Sevgilisi,,Bogulma,,, Tutuklu ,2019
2442, Mugla, Resit , 07/01/2019 ,   Yok ,Bosanma Talebi,,Kocasi,,Atesli Silah,,, Tutuklu ,2019
2443, Gaziantep ,, 07/01/2019 ,   Yok ,Tartisma,,Sevgilisi,,Bogulma,,, Tutuklu ,2019
2444, Gaziantep , Resit Degil , 07/02/2019 ,   Yok ,Tespit Edilemeyen,,Babasi,,Darp,,, Tutuklu ,2019
2445, Gaziantep ,, 07/02/2019 ,   Yok ,Tartisma,,Kocasi,,Atesli Silah,,, Araniyor ,2019
2446, Gaziantep , Resit , 07/02/2019 ,   Yok ,Para,,Damadi,,Atesli Silah,,, Tutuklu ,2019
2447, Gaziantep , Resit , 07/02/2019 ,   Yok ,Bosanma Talebi,,Kocasi,,Atesli Silah,,, Tutuklu ,2019
2448, Gaziantep , Resit , 07/03/2019 ,   Yok ,Tartisma,,Kocasi,,Kesici Alet,,, Tutuklu ,2019
2449, Gaziantep ,, 07/05/2019 ,   Yok ,Tartisma,,Abisi,,Atesli Silah,,, Tutuklu ,2019
2450, Gaziantep , Resit , 07/05/2019 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Darp,,, Tutuklu ,2019
2451, Gaziantep , Resit , 07/08/2019 ,   Yok ,Tartisma,,Sevgilisi,,Darp,,, Tutuklu ,2019
2452, Gaziantep ,, 07/08/2019 ,   Yok ,Kizini Korurken,,Damadi,,Kesici Alet,,, Kacak ,2019
2453, Giresun , Resit , 07/09/2019 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,, Sorusturma Suruyor ,2019
2454, Giresun ,, 07/09/2019 ,   Yok ,Bosanma Talebi,,Kocasi,,Kesici Alet,,, Kacak ,2019
2455, Hakkari ,, 07/10/2019 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Kesici Alet,,, Tespit Edilemeyen,2019
2456, Isparta ,, 08/04/2019 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,, Tespit Edilemeyen,2019
2457, Istanbul  ,, 08/04/2019 ,   Yok ,Ayrilik Talebi,,Eski Sevgilisi,,Atesli Silah,,, Tutuklu ,2019
2458, Istanbul ,, 08/04/2019 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Atesli Silah,,, Sorusturma Suruyor ,2019
2459, Istanbul , Resit , 08/04/2019 ,   Yok ,Tespit Edilemeyen,,Eski Kocasi,,Bogulma,,, Tutuklu ,2019
2460, Istanbul ,, 08/04/2019 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,, Tespit Edilemeyen,2019
2461, Istanbul , Resit , 08/05/2019 ,   Yok ,Tartisma,,Eski Kocasi,,Atesli Silah,,, Tutuklu ,2019
2462, Istanbul , Resit , 08/07/2019 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Atesli Silah,,, Tespit Edilemeyen,2019
2463, Istanbul , Resit , 08/08/2019 ,   Yok ,Tartisma,,Kocasi,,Darp,,, Araniyor ,2019
2464, Istanbul , Resit , 08/08/2019 ,   Yok ,Bosanma Talebi,,Kocasi,,Atesli Silah,,, Intihar ,2019
2465, Istanbul , Resit , 08/10/2019 ,   Yok ,Tespit Edilemeyen,,Oglu,,Kesici Alet,,, Tutuklu ,2019
2466, Istanbul ,Resit, 09/01/2019 ,   Yok ,Kiskanclik,,Patron,,Atesli Silah,,,,2019
2467, Istanbul ,, 09/01/2019 ,   Yok ,Tespit Edilemeyen,,Tanidigi Birisi,,Yuksekten Dusme,,, Araniyor ,2019
2468, Istanbul , Resit , 09/02/2019 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Yuksekten Dusme,,, Sorusturma Suruyor ,2019
2469, Istanbul ,, 09/04/2019 ,   Yok ,Tespit Edilemeyen,,Eski Kocasi,,Kesici Alet,,, Tutuklu ,2019
2470, Istanbul ,, 09/04/2019 ,   Yok ,Bosanma Talebi,,Kocasi,,Kesici Alet,,, Tutuklu ,2019
2471, Istanbul ,Resit, 09/04/2019 ,   Tespit Edilemeyen ,Erkegin istedigi bir seyin gerceklesmemesi sebebiyle,,Kocasi,,Bogulma,,,,2019
2472, Istanbul ,, 09/04/2019 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Bogulma,,, Tespit Edilemeyen,2019
2473, Istanbul , Resit , 09/05/2019 ,   Yok ,Para,,Tanidigi Birisi,,Kesici Alet,,, Tutuklu ,2019
2474, Istanbul , Resit , 09/05/2019 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Atesli Silah,,, Tespit Edilemeyen,2019
2475, Istanbul ,, 09/07/2019 ,   Yok ,Tartisma,Namus,Oglu,,Kesici Alet,,, Tutuklu ,2019
2476, Istanbul ,, 09/07/2019 ,   Yok ,Annesiyle gorusmesi,,Kocasi,,Atesli Silah,,, Intihar ,2019
2477, Istanbul , Resit , 09/08/2019 ,   Yok ,Olmek istemesi,,Kiralik Katil,,Atesli Silah,,, Tutuklu ,2019
2478, Istanbul ,, 09/08/2019 ,   Yok ,Tartisma,,Kocasi,,Kesici Alet,Yuksekten Dusme,, Tutuklu ,2019
2479, Istanbul ,, 09/08/2019 ,   Yok ,Kriz ve Issizlik,,Kocasi,,Kesici Alet,,,Tespit Edilemeyen,2019
2480, Istanbul , Resit , 09/09/2019 ,   Yok ,Bosanma Talebi,,Kocasi,,Atesli Silah,,, Tutuklu ,2019
2481, Istanbul , Resit , 09/09/2019 ,   Yok ,Aldatilma Suphesi,,Kocasi,,Yuksekten Dusme,,, Tutuklu ,2019
2482, Istanbul , Resit , 09/10/2019 ,   Yok ,Tartisma,,Kocasi,,Kesici Alet,,, Tutuklu ,2019
2483, Istanbul , Resit , 09/10/2019 ,   Yok ,Reddedilme,,Sevgilisi,,Atesli Silah,,, Intihar ,2019
2484, Istanbul , Resit , 09/11/2019 ,   Yok ,Nefret,,Tanidigi Birisi,,Kesici Alet,Bogulma,, Tutuklu ,2019
2485, Istanbul , Resit , 09/11/2019 ,   Yok ,Tartisma,,Kocasi,,Kesici Alet,,, Tutuklu ,2019
2486, Istanbul , Resit , 10/01/2019 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Bogulma,,, Sorusturma Suruyor ,2019
2487, Istanbul , Resit , 10/04/2019 ,   Yok ,Tartisma,,Kocasi,,Kesici Alet,,, Tutuklu ,2019
2488, Istanbul , Resit , 10/06/2019 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Atesli Silah,,, Intihar ,2019
2489, Istanbul , Resit  , 10/07/2019 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Yuksekten Dusme,,, Tespit Edilemeyen,2019
2490, Istanbul ,, 10/07/2019 ,   Yok ,Torununun Sevgilisinin Ayriligi Kabul Edememesi,,Tanimadigi Birisi,,Yakilma,,, Tutuklu ,2019
2491, Istanbul , Resit , 10/08/2019 ,   Yok ,Tespit Edilemeyen,,Sevgilisi,,Kesici Alet,,, Intihar ,2019
2492, Istanbul ,, 10/09/2019 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Atesli Silah,,, Tespit Edilemeyen,2019
2493, Istanbul , Resit , 10/11/2019 ,   Yok ,Yasak Iliski,,Kuzeni,,Atesli Silah,,, Tutuklu ,2019
2494, Istanbul , Resit , 10/11/2019 ,   Yok ,Para,,Tanidigi Birisi,,Atesli Silah,,, Tutuklu ,2019
2495, Istanbul , Resit , 10/11/2019 ,   Yok ,Ofke,,Oglu,,Darp,,, Tutuklu ,2019
2496, Istanbul ,, 10/12/2019 ,   Yok ,Kendi Hayatina Karar Vermek Istedigi Icin,,Abisi,,Atesli Silah,,, Tutuklu ,2019
2497, Izmir , Resit , 11/01/2019 ,   Yok ,Tartisma,,Kardesi,,Atesli Silah,,, Tutuklu ,2019
2498, Izmir ,, 11/01/2019 ,   Var ,Ayrilik Talebi,,Sevgilisi,,Kesici Alet,,, Tutuklu ,2019
2499, Izmir ,, 11/02/2019 ,   Yok ,Tartisma,,Eski Kocasi,,Vurucu Alet,,, Tutuklu ,2019
2500, Izmir , Resit , 11/02/2019 ,   Yok ,Tespit Edilemeyen,,Sevgilisi,,Atesli Silah,,, Araniyor ,2019
2501, Izmir ,, 11/07/2019 ,   Yok ,Tartisma,,Kocasi,,Bogulma,Kesici Alet,, Kacak,2019
2502, Izmir , Resit , 11/09/2019 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Yakilma,,,Tespit Edilemeyen,2019
2503, Izmir , Resit , 11/10/2019 ,   Yok ,Tespit Edilemeyen,,Sevgilisi,,Atesli Silah,,, Intihar ,2019
2504, Izmir , Resit , 11/11/2019 ,   Yok ,Kiskanclik,,Eski Enistesi,,Atesli Silah,,, Tutuklu ,2019
2505, Izmir , Resit , 12/01/2019 ,   Yok ,Tartisma,,Kocasi,,Kesici Alet,,, Tutuklu ,2019
2506, Kahramanmaras , Resit , 12/02/2019 ,   Yok ,Tartisma,,Yegeni,,Kesici Alet,,, Tutuklu ,2019
2507, Kahramanmaras , Resit , 12/02/2019 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Atesli Silah,,, Sorusturma Suruyor ,2019
2508, Kahramanmaras , Resit , 12/02/2019 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Atesli Silah,,, Tutuklu ,2019
2509, Kahramanmaras , Resit , 12/02/2019 ,   Var ,Tartisma,,Kocasi,,Atesli Silah,,, Tutuklu ,2019
2510, Kahramanmaras ,, 12/03/2019 ,   Yok ,Tartisma,,Sevgilisi,,Kesici Alet,,, Tutuklu ,2019
2511, Karaman ,, 12/06/2019 ,   Yok ,Bosanma Talebi,,Kocasi,,Atesli Silah,,, Intihar ,2019
2512, Kars ,, 12/09/2019 ,   Tespit Edilemeyen ,Tespit Edilemeyen,,Tespit Edilemeyen,,Yakilma,,, Tespit Edilemeyen,2019
2513, Kars ,, 12/09/2019 ,   Yok ,Ayrilik,,Kocasi,,Darp,,,,2019
2514, Kars , Resit , 12/09/2019 ,   Yok ,Tespit Edilemeyen,,Akrabasi,,Tespit Edilemeyen,,, Tutuklu ,2019
2515, Kayseri ,, 12/12/2019 ,   Yok ,Tartisma,,Sevgilisi,,Atesli Silah,,, Tutuklu ,2019
2516, Kayseri , Resit , 12/12/2019 ,   Var ,Reddedilme,,Kocasi,,Kesici Alet,,, Tutuklu ,2019
2517, Kibris ,, 13/01/2019 ,   Yok ,Tespit Edilemeyen,,Tanidigi Birisi,,Kesici Alet,Yakilma,, Tutuklu ,2019
2518, Kirikkale ,Resit, 13/02/2019 ,   Yok ,Kadin hayatina dair bir karar vermek istedigi icin,,Kocasi,,Atesli Silah,,,,2019
2519, Kirklareli , Resit , 13/04/2019 ,   Yok ,Namus,,Babasi,,Atesli Silah,,, Tutuklu ,2019
2520, Kirklareli , Resit Degil , 13/04/2019 ,   Yok ,Tespit Edilemeyen,,Kuzeni,,Darp,,,Sorusturma Suruyor,2019
2521, Kirsehir , Resit  , 13/04/2019 ,   Yok ,Tespit Edilemeyen,,Eski Kocasi,,Atesli Silah,,, Tutuklu ,2019
2522, Kirsehir ,Resit, 13/04/2019 ,   Yok ,Reddedilme,,Sevgilisi,,Atesli Silah,,,,2019
2523, Kocaeli , Resit , 13/06/2019 ,   Yok ,Tespit Edilemeyen,,Eski Kocasi,,Atesli Silah,,, Intihar ,2019
2524, Kocaeli , Resit , 13/06/2019 ,   Yok ,Kiskanclik,,Kocasi,,Tespit Edilemeyen,,, Tutuklu ,2019
2525, Kocaeli , Resit , 13/07/2019 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Atesli Silah,,, Tutuklu ,2019
2526, Kocaeli , Resit , 13/08/2019 ,   Yok ,Tartisma,,Sevgilisi,,Atesli Silah,,, Intihar ,2019
2527, Kocaeli , Resit , 13/09/2019 ,   Yok ,Tartisma,,Tanidigi Birisi,,Atesli Silah,,, Tutuklu ,2019
2528, Kocaeli ,, 13/09/2019 ,   Yok ,Tartisma,,Kocasi,,Atesli Silah,,, Intihar ,2019
2529, Konya , Resit , 13/11/2019 ,   Tespit Edilemeyen ,Tespit Edilemeyen,,Tespit Edilemeyen,,Atesli Silah,,, Tespit Edilemeyen,2019
2530, Konya ,, 13/11/2019 ,   Yok ,Tartisma,,Sevgilisi,,Kesici Alet,,, Tutuklu ,2019
2531, Konya , Resit , 13/11/2019 ,   Yok ,Tartisma,,Kocasi,,Bogulma,,, Tutuklu ,2019
2532, Konya ,, 13/12/2019 ,   Yok ,Kizini Korurken,,Eski Damadi,,Atesli Silah,,, Araniyor ,2019
2533, Konya ,, 14/01/2019 ,   Yok ,Karisiyla Arkadaslik Ettigi Icin,,Tanidigi Birisi,,Kesici Alet,,, Tutuklu ,2019
2534, Konya , Resit , 14/03/2019 ,   Yok ,Tartisma,,Kocasi,,Atesli Silah,,, Intihar ,2019
2535,Aydin,, 14/06/2019 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Atesli Silah,,, Intihar ,2019
2536, Kutahya , Resit , 14/07/2019 ,   Yok ,Tartisma,,Eski Kocasi,,Atesli Silah,,, Tutuklu ,2019
2537, Malatya , Resit , 14/08/2019 ,   Yok ,Tespit Edilemeyen,,Kayinpederi,,Atesli Silah,,, Tutuklu ,2019
2538, Istanbul, Resit , 14/09/2019 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,, Sorusturma Suruyor ,2019
2539, Manisa ,, 14/11/2019 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Atesli Silah,,, Tutuklu ,2019
